0.8683638406	qemu
0.8643887587	nvidia
0.8625393572	exif
0.8597317855	bios
0.8576024236	unix
0.8571707406	gnu
0.8566384611	vm
0.8560045838	ftp
0.8555892332	nfc
0.8555573680	dng
0.8555333709	hmi
0.8542530321	dom
0.8540737100	usn
0.8522228210	crm
0.8520528124	usd
0.8507337640	ldap
0.8497180383	ssl
0.8493581106	bi
0.8487898944	wan
0.8487324263	abap
0.8479333960	vpn
0.8475797513	lan
0.8470922570	lts
0.8468522080	amd
0.8459505388	bgp
0.8455937428	arm
0.8454090639	ui
0.8450849585	ge
0.8446450777	netgear
0.8446348862	csv
0.8446217553	simatic
0.8439957122	pi
0.8431552987	nginx
0.8414983123	rest
0.8413502129	gdi
0.8406177907	cc
0.8402714447	ce
0.8401091500	mic
0.8399475925	udp
0.8394638350	kvm
0.8388914398	xml
0.8383013177	sms
0.8380863669	tcp
0.8379493947	pdf
0.8379242402	ssh
0.8376347231	cli
0.8370159641	hcl
0.8364204812	dma
0.8359240455	hpe
0.8353393622	xiaomi
0.8351878260	gpu
0.8350462789	moxa
0.8336249985	sg
0.8335369148	yaml
0.8333887572	pm
0.8328794887	rpc
0.8318167938	sicam
0.8314646438	sap
0.8310648161	java
0.8308483824	cna
0.8298784308	citrix
0.8298310801	cwe
0.8295159133	mac
0.8294760895	tv
0.8293892181	center
0.8290793496	connect
0.8290385997	misp
0.8283889074	ucs
0.8283216539	typo3
0.8281434800	sdk
0.8276083930	router
0.8275209269	xen
0.8270897594	csme
0.8268883125	s11
0.8267938133	mediawiki
0.8265178720	irp
0.8261411826	magento
0.8261269350	technology
0.8256969331	opc
0.8253696353	pci
0.8249819130	asm
0.8244848088	rdma
0.8244830632	advanced
0.8244412396	ipsec
0.8242434959	dll
0.8241398339	svg
0.8239128982	switches
0.8236479322	html
0.8233828956	url
0.8231093683	huawei
0.8230899555	builder
0.8228158421	tensorflow
0.8228094853	reader
0.8227795300	telnet
0.8225185789	dns
0.8218089947	enterprise
0.8216881073	sql
0.8216213709	business
0.8215250690	jwt
0.8212328313	javascript
0.8212259548	post
0.8211955914	director
0.8208386536	turn
0.8202760820	automation
0.8197347418	banking
0.8197055759	intelligent
0.8196570494	iot
0.8195538140	ssrf
0.8194611231	studio
0.8192817078	jira
0.8191100606	cisco
0.8189856209	cgi
0.8183997510	esm
0.8181958285	ip
0.8179522638	mx
0.8178799882	suite
0.8177330504	galaxy
0.8176059894	os
0.8174478655	infrastructure
0.8171807766	mobile
0.8170890918	cms
0.8170740420	ubuntu
0.8168249290	wordpress
0.8166379552	foundation
0.8161321849	joomla
0.8153847412	safari
0.8151719157	rgmii
0.8150963568	zyxel
0.8150909610	melsec
0.8146222425	uris
0.8145640377	capwap
0.8141150192	imagemagick
0.8140755342	vision
0.8137773855	android
0.8136862663	s10
0.8134895600	industrial
0.8134449404	pendingintent
0.8134419723	office
0.8132899996	bmc
0.8132273805	spring
0.8130643352	xeon
0.8130562537	mozilla
0.8129705053	api
0.8128980130	ng
0.8128824859	aer
0.8127503813	intelligence
0.8126496779	windows
0.8125756452	edition
0.8123998938	factorytalk
0.8123989244	abb
0.8123494233	dgx
0.8122947130	internet
0.8122818584	amt
0.8121924492	edge
0.8121123086	firefox
0.8119859099	fusion
0.8119523652	xg
0.8119005250	cpu
0.8118432285	cvss
0.8117806818	dell
0.8116602622	aruba
0.8115714134	asus
0.8114481376	webrtc
0.8114327555	hashicorp
0.8111469165	smart
0.8110722794	webaccess
0.8108342068	ethernet
0.8107942896	horizon
0.8106555252	ibm
0.8104257502	play
0.8103711523	expert
0.8103161807	php
0.8101120758	universal
0.8099071920	pack
0.8092006793	book
0.8091563364	spectrum
0.8088491749	mcafee
0.8087488714	dir
0.8084263566	asp.net
0.8079588353	professional
0.8078583931	gigabit
0.8078350477	iommu
0.8076641047	lite
0.8076216017	sourcecodester
0.8076180802	fedora
0.8075728085	tls
0.8073489417	antivirus
0.8072509942	mitel
0.8072397393	ids
0.8071932861	web
0.8070369293	google
0.8067895418	telephony
0.8067306055	engineering
0.8066876604	upnp
0.8063228744	ncc
0.8062617629	m1
0.8060181089	nagios
0.8058563070	logo
0.8057794747	pae
0.8056902614	freebsd
0.8056749755	atlassian
0.8054313240	pak
0.8053925312	led
0.8053264031	sonicos
0.8051712004	lenovo
0.8048530372	magickcore
0.8047319216	red
0.8047297233	framework
0.8045323041	cloud
0.8040367561	python
0.8036722461	nexus
0.8036052715	platform
0.8032125053	qts
0.8030382444	t300
0.8028324935	apm
0.8028288641	zephyr
0.8027811952	thunderbird
0.8026505588	null
0.8017990649	dc
0.8016406490	unified
0.8015902319	archer
0.8014426832	analytics
0.8014065795	adobe
0.8014009811	se
0.8013861312	mysql
0.8012989900	s9
0.8012599354	management
0.8010504448	secospace
0.8009613641	node.js
0.8009256383	integrator
0.8005881316	rss
0.8005537065	discovery
0.8005253085	express
0.8004723525	keycloak
0.8004571138	soc
0.8003185071	activex
0.8002378080	sgx
0.8000443118	mar
0.7999967438	ib
0.7999219089	nt
0.7997375221	hyperion
0.7997361685	wireless
0.7990806220	vault
0.7990622261	s5
0.7988961279	apache
0.7986314216	confidentiality
0.7986190066	pv
0.7984542834	ee
0.7984537416	simple
0.7984372188	gitlab
0.7981160165	xxe
0.7979605245	contiki
0.7977856046	pulse
0.7975977762	apis
0.7975941230	openstack
0.7975688617	commerce
0.7975303212	fw
0.7973802006	edac
0.7973802006	pch
0.7973232152	aes
0.7968690267	vhe
0.7968599997	es
0.7968139276	dpdk
0.7963738893	sp4
0.7959443531	cve
0.7959174835	agatti
0.7957000117	selinux
0.7952477094	prestashop
0.7950059140	station
0.7949609428	unquoted
0.7947869026	gpg
0.7946803429	nextcloud
0.7946323812	phoenix
0.7945167479	e3
0.7944388447	rating
0.7943953999	workstation
0.7943807369	bluetooth
0.7942685248	globalprotect
0.7940298257	premium
0.7939259681	orchestrator
0.7937940987	erp
0.7937513282	central
0.7936246950	em
0.7935838135	intel
0.7934530000	csrf
0.7934156420	rdbms
0.7932523374	photo
0.7930814161	gateway
0.7929832455	xss
0.7923607443	mark
0.7922486252	original
0.7920618191	manager
0.7920597019	microsoft
0.7918100912	ox
0.7916824825	diagnostics
0.7916677530	usg9500
0.7916192746	visual
0.7915500106	bz
0.7914415987	v8
0.7913607443	protect
0.7912489035	coldfusion
0.7911003854	board
0.7909135869	digital
0.7907809654	series
0.7907661441	bosch
0.7906967534	prime
0.7905952100	http
0.7904509789	juniper
0.7903382883	online
0.7901175039	v500r001c30
0.7901135435	veritas
0.7900584146	directx
0.7899719287	r6700
0.7898669948	provisioning
0.7896688579	thinkpad
0.7896228059	dolibarr
0.7896228059	tenda
0.7894582023	wi
0.7893657007	sip
0.7891023630	resolution
0.7890145542	fabric
0.7889958615	dynamics
