0.7458238526	xml
0.7421899949	sql
0.7368789544	flash
0.7336553144	icmp
0.7276889788	url
0.7185382537	rst
0.7181554755	tcp
0.7120497524	internet
0.7104913252	java
0.7084478947	authority
0.7074153013	certificate
0.7067620065	windows
0.7036503633	rfc
0.6967331205	design
0.6922712900	card
0.6921797397	udp
0.6880388901	binary
0.6873125197	library
0.6871032289	sequence
0.6863233779	cache
0.6862173731	os
0.6860181252	development
0.6836522665	mobile
0.6836489883	schema
0.6819059980	single
0.6816410549	document
0.6811535842	directory
0.6805339146	infrastructure
0.6795311154	http
0.6794058265	signed
0.6734600489	lock
0.6732811426	password
0.6732477130	credential
0.6711898886	names
0.6702044979	addresses
0.6694100627	store
0.6669080254	email
0.6667420161	object
0.6637330583	layer
0.6602824399	signal
0.6582636310	registry
0.6554622854	browsers
0.6550067611	generated
0.6537916907	chip
0.6499111178	negative
0.6497095752	hash
0.6496427080	ip
0.6489962477	detection
0.6480722747	css
0.6461085470	api
0.6455367936	soap
0.6433994360	cards
0.6421014127	management
0.6413387326	functions
0.6384530468	interface
0.6369225483	technology
0.6365724162	rpc
0.6363992097	encoding
0.6358828591	base
0.6356077784	cellular
0.6345831601	condition
0.6342214097	privilege
0.6335658920	output
0.6330869788	script
0.6325506022	executable
0.6263809905	character
0.6253719483	active
0.6247564083	rfid
0.6244906727	html
0.6240944165	dll
0.6230541491	traffic
0.6228542099	product
0.6181019383	scripting
0.6167951474	function
0.6146183507	ports
0.6144867675	results
0.6140348855	link
0.6127158975	source
0.6106600946	ssl
0.6105296861	state
0.6091635205	return
0.6072627268	action
0.6054834187	command
0.6050304445	dns
0.6039990673	block
0.6016496951	steal
0.6008732910	space
0.6001795122	ack
0.6000786684	scan
0.5990225708	port
0.5972089423	database
0.5966246972	bypass
0.5961585859	memory
0.5958989732	xss
0.5954194634	data
0.5921134536	buffer
0.5917759880	generate
0.5915571746	change
0.5901516001	prompt
0.5882361063	null
0.5872961485	machine
0.5861617827	authentication
0.5852885343	domain
0.5849659197	launch
0.5845394593	logic
0.5833632090	syn
0.5800489773	middle
0.5779552984	software
0.5758927869	resource
0.5741529877	detect
0.5728976510	fingerprinting
0.5726496941	open
0.5710543523	man
0.5703645289	key
0.5679688998	leverages
0.5677560814	services
0.5665867201	send
0.5662770204	messages
0.5640898683	input
0.5634578885	manipulate
0.5624673925	communication
0.5611581411	load
0.5603836937	exploit
0.5589290662	session
0.5581116639	valid
0.5578152355	protected
0.5569239587	level
0.5543879593	kerberos
0.5543208764	communications
0.5528956923	performing
0.5519558848	attacks
0.5515195028	sending
0.5508333530	injection
0.5497929052	similar
0.5497537781	protocol
0.5493806201	configuration
0.5490085587	reverse
0.5488377062	information
0.5486778116	range
0.5486157940	cases
0.5478254883	depending
0.5473158623	force
0.5463820147	engineering
0.5450664276	applications
0.5443641145	file
0.5443225162	framework
0.5442851486	probe
0.5427372793	address
0.5419440173	environment
0.5418844114	manipulates
0.5415887727	users
0.5379922173	set
0.5375712340	window
0.5331160903	site
0.5305041044	device
0.5293324105	vulnerable
0.5289830665	network
0.5287484767	party
0.5281707719	structure
0.5263148835	padding
0.5263148835	checksum
0.5251002607	unauthorized
0.5248315854	flooding
0.5246795372	additionally
0.5238073739	rest
0.5223668425	application's
0.5205290536	intent
0.5188219059	impersonate
0.5180206415	code
0.5170908317	inject
0.5164644902	prevent
0.5161723001	place
0.5160694911	provider
0.5148437026	discover
0.5137793063	standard
0.5118265448	client
0.5110753715	request
0.5109486179	targets
0.5078039721	targeted
0.5070157923	browser
0.5065385250	target's
0.5059766460	packet
0.5054134177	integrity
0.5047490057	create
0.5047428753	process
0.5045393366	task
0.5040995887	systems
